mep_id,full_name,last_name,first_name,country,country_name,ep_party_group,ep_party_group_full,national_party,vote,vote_numeric,vote_date
7539,Diepeveen,Diepeveen,Ton,NL,Netherlands,PfE,Patriots for Europe,,against,-1,2024-11-27
7395,Dieringer,Dieringer,Elisabeth,AT,Austria,PfE,Patriots for Europe,,against,-1,2024-11-27
7429,Disdier,Disdier,Mélanie,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7410,Dostalova,Dostalova,Klara,CZ,Czechia,PfE,Patriots for Europe,,against,-1,2024-11-27
7761,Dömötör,Dömötör,Csaba,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
7552,Ehlers,Ehlers,Marieke,NL,Netherlands,PfE,Patriots for Europe,,against,-1,2024-11-27
7413,Ferenc,Ferenc,Viktória,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
7431,Frigout,Frigout,Anne-Sophie,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7454,Furet,Furet,Angéline,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7018,Garraud,Garraud,Jean-Paul,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
6658,Girauta Vidal,Girauta Vidal,Juan Carlos,ES,Spain,PfE,Patriots for Europe,,against,-1,2024-11-27
7019,Griset,Griset,Catherine,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
5138,Gyürk,Gyürk,András,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
6002,Győri,Győri,Enikő,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
5280,Gál,Gál,Kinga,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
7246,Haider,Haider,Roman,AT,Austria,PfE,Patriots for Europe,,against,-1,2024-11-27
7400,Hauser,Hauser,Gerald,AT,Austria,PfE,Patriots for Europe,,against,-1,2024-11-27
6346,Hölvényi,Hölvényi,György,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
6751,Jamet,Jamet,France,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7017,Joron,Joron,Virginie,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
6921,Knotek,Knotek,Ondřej,CZ,Czechia,PfE,Patriots for Europe,,against,-1,2024-11-27
7467,Krištopans,Krištopans,Vilis,LV,Latvia,PfE,Patriots for Europe,,against,-1,2024-11-27
7762,Kubín,Kubín,Tomáš,CZ,Czechia,PfE,Patriots for Europe,,against,-1,2024-11-27
7509,Latinopoulou,Latinopoulou,Afroditi,EL,Greece,PfE,Patriots for Europe,,against,-1,2024-11-27
7428,Leggeri,Leggeri,Fabrice,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7453,Leonardelli,Leonardelli,Julien,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7416,László,László,András,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
7013,Mariani,Mariani,Thierry,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7591,Martín Frías,Martín Frías,Jorge,ES,Spain,PfE,Patriots for Europe,,against,-1,2024-11-27
6627,Mayer,Mayer,Georg,AT,Austria,PfE,Patriots for Europe,,against,-1,2024-11-27
7619,Moreira de Sá,Moreira de Sá,Tiago,PT,Portugal,PfE,Patriots for Europe,,against,-1,2024-11-27
7401,Nagyová,Nagyová,Jana,CZ,Czechia,PfE,Patriots for Europe,,against,-1,2024-11-27
7440,Nikolic,Nikolic,Aleksandar,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7075,Olivier,Olivier,Philippe,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
5702,Patriciello,Patriciello,Aldo,IT,Italy,PfE,Patriots for Europe,,against,-1,2024-11-27
7436,Pennelle,Pennelle,Gilles,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7432,Piera,Piera,Pascale,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7451,Pimpie,Pimpie,Pierre,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7402,Pokorná Jermanová,Pokorná Jermanová,Jaroslava,CZ,Czechia,PfE,Patriots for Europe,,against,-1,2024-11-27
7439,Rechagneux,Rechagneux,Julie,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7078,Rougé,Rougé,André,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7437,Sanchez,Sanchez,Julien,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
6968,Sardone,Sardone,Silvia,IT,Italy,PfE,Patriots for Europe,,against,-1,2024-11-27
7286,Schaller-Baross,Schaller-Baross,Ernő,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
7427,Sorel,Sorel,Malika,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7210,Stancanelli,Stancanelli,Raffaele,IT,Italy,PfE,Patriots for Europe,,against,-1,2024-11-27
7404,Steger,Steger,Petra,AT,Austria,PfE,Patriots for Europe,,against,-1,2024-11-27
7550,Stöteler,Stöteler,Sebastiaan,NL,Netherlands,PfE,Patriots for Europe,,against,-1,2024-11-27
7412,Szekeres,Szekeres,Pál,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
7216,Tertsch,Tertsch,Hermann,ES,Spain,PfE,Patriots for Europe,,against,-1,2024-11-27
7483,Thionnet,Thionnet,Pierre-Romain,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7445,Tolassy,Tolassy,Rody,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
6970,Tovaglieri,Tovaglieri,Isabella,IT,Italy,PfE,Patriots for Europe,,against,-1,2024-11-27
7407,Turek,Turek,Filip,CZ,Czechia,PfE,Patriots for Europe,,against,-1,2024-11-27
7615,Tânger Corrêa,Tânger Corrêa,António,PT,Portugal,PfE,Patriots for Europe,,against,-1,2024-11-27
7430,Valet,Valet,Matthieu,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7234,Vandendriessche,Vandendriessche,Tom,BE,Belgium,PfE,Patriots for Europe,,against,-1,2024-11-27
7691,Vannacci,Vannacci,Roberto,IT,Italy,PfE,Patriots for Europe,,against,-1,2024-11-27
4992,Varaut,Varaut,Alexandre,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
7415,Vicsek,Vicsek,Annamária,HU,Hungary,PfE,Patriots for Europe,,against,-1,2024-11-27
6610,Vilimsky,Vilimsky,Harald,AT,Austria,PfE,Patriots for Europe,,against,-1,2024-11-27
6513,Vistisen,Vistisen,Anders,DK,Denmark,PfE,Patriots for Europe,,against,-1,2024-11-27
7763,Werbrouck,Werbrouck,Séverine,FR,France,PfE,Patriots for Europe,,against,-1,2024-11-27
6228,Zijlstra,Zijlstra,Auke,NL,Netherlands,PfE,Patriots for Europe,,against,-1,2024-11-27
7270,de la Pisa Carrión,de la Pisa Carrión,Margarita,ES,Spain,PfE,Patriots for Europe,,against,-1,2024-11-27
7545,Agirregoitia Martínez,Agirregoitia Martínez,Oihane,ES,Spain,Renew,Renew Europe,,for,1,2024-11-27
6799,Al-Sahlani,Al-Sahlani,Abir,SE,Sweden,Renew,Renew Europe,,for,1,2024-11-27
7425,Allione,Allione,Grégory,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7260,Andrews,Andrews,Barry,IE,Ireland,Renew,Renew Europe,,for,1,2024-11-27
6400,Auštrevičius,Auštrevičius,Petras,LT,Lithuania,Renew,Renew Europe,,for,1,2024-11-27
7165,Azmani,Azmani,Malik,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
7564,Baljeu,Baljeu,Jeannette,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
7676,Barna,Barna,Dan,RO,Romania,Renew,Renew Europe,,for,1,2024-11-27
7582,Bosse,Bosse,Stine,DK,Denmark,Renew,Renew Europe,,for,1,2024-11-27
6967,Boyer,Boyer,Gilles,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7399,Brandstätter,Brandstätter,Helmut,AT,Austria,Renew,Renew Europe,,for,1,2024-11-27
5891,Canfin,Canfin,Pascal,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7448,Cassart,Cassart,Benoit,BE,Belgium,Renew,Renew Europe,,abstain,0,2024-11-27
6860,Chastel,Chastel,Olivier,BE,Belgium,Renew,Renew Europe,,abstain,0,2024-11-27
6951,Christensen,Christensen,Asger,DK,Denmark,Renew,Renew Europe,,for,1,2024-11-27
7576,Cifrová Ostrihoňová,Cifrová Ostrihoňová,Veronika,SK,Slovakia,Renew,Renew Europe,,for,1,2024-11-27
7622,Cotrim De Figueiredo,Cotrim De Figueiredo,João,PT,Portugal,Renew,Renew Europe,,for,1,2024-11-27
7739,Cowen,Cowen,Barry,IE,Ireland,Renew,Renew Europe,,for,1,2024-11-27
7426,Devaux,Devaux,Valérie,FR,France,Renew,Renew Europe,,for,1,2024-11-27
6828,Eroglu,Eroglu,Engin,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
6980,Farreng,Farreng,Laurence,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7600,Friis,Friis,Sigrid,DK,Denmark,Renew,Renew Europe,,for,1,2024-11-27
7525,García Hermida-Van Der Walle,García Hermida-Van Der Walle,Raquel,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
6098,Gerbrandy,Gerbrandy,Gerben-Jan,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
6840,Glück,Glück,Andreas,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
1793,Goerens,Goerens,Charles,LU,Luxembourg,Renew,Renew Europe,,for,1,2024-11-27
7273,Gozi,Gozi,Sandro,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7164,Groothuis,Groothuis,Bart,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
6950,Grudler,Grudler,Christophe,FR,France,Renew,Renew Europe,,for,1,2024-11-27
6936,Guetta,Guetta,Bernard,FR,France,Renew,Renew Europe,,for,1,2024-11-27
6841,Hahn,Hahn,Svenja,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
6959,Hayer,Hayer,Valérie,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7373,Henriksson,Henriksson,Anna-Maja,FI,Finland,Renew,Renew Europe,,for,1,2024-11-27
7154,Hojsík,Hojsík,Martin,SK,Slovakia,Renew,Renew Europe,,for,1,2024-11-27
7014,Ijabs,Ijabs,Ivars,LV,Latvia,Renew,Renew Europe,,for,1,2024-11-27
7731,Kabilov,Kabilov,Taner,BG,Bulgaria,Renew,Renew Europe,,for,1,2024-11-27
6800,Karlsbro,Karlsbro,Karin,SE,Sweden,Renew,Renew Europe,,for,1,2024-11-27
7575,Karvašová,Karvašová,Ľubica,SK,Slovakia,Renew,Renew Europe,,for,1,2024-11-27
6766,Katainen,Katainen,Elsi,FI,Finland,Renew,Renew Europe,,for,1,2024-11-27
7203,Kelleher,Kelleher,Billy,IE,Ireland,Renew,Renew Europe,,for,1,2024-11-27
5021,Keller,Keller,Fabienne,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7599,Kobosko,Kobosko,Michał,PL,Poland,Renew,Renew Europe,,for,1,2024-11-27
7371,Kulmuni,Kulmuni,Katri,FI,Finland,Renew,Renew Europe,,for,1,2024-11-27
6504,Kyuchyuk,Kyuchyuk,Ilhan,BG,Bulgaria,Renew,Renew Europe,,for,1,2024-11-27
6842,Körner,Körner,Moritz,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
5889,Løkkegaard,Løkkegaard,Morten,DK,Denmark,Renew,Renew Europe,,for,1,2024-11-27
7742,McNamara,McNamara,Michael,IE,Ireland,Renew,Renew Europe,,abstain,0,2024-11-27
7734,Minchev,Minchev,Nikola,BG,Bulgaria,Renew,Renew Europe,,for,1,2024-11-27
7740,Mullooly,Mullooly,Ciaran,IE,Ireland,Renew,Renew Europe,,abstain,0,2024-11-27
7743,Ní Mhurchú,Ní Mhurchú,Cynthia,IE,Ireland,Renew,Renew Europe,,for,1,2024-11-27
6830,Oetjen,Oetjen,Jan-Christoph,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
6705,Paet,Paet,Urmas,EE,Estonia,Renew,Renew Europe,,for,1,2024-11-27
7732,Petrov,Petrov,Hristo,BG,Bulgaria,Renew,Renew Europe,,for,1,2024-11-27
7502,Singer,Singer,Christine,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
7486,Strack-Zimmermann,Strack-Zimmermann,Marie-Agnes,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
7517,Streit,Streit,Joachim,DE,Germany,Renew,Renew Europe,,for,1,2024-11-27
7397,Stürgkh,Stürgkh,Anna,AT,Austria,Renew,Renew Europe,,for,1,2024-11-27
6331,Toom,Toom,Jana,EE,Estonia,Renew,Renew Europe,,for,1,2024-11-27
7745,Van Brug,Van Brug,Anouk,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
7626,Vasconcelos,Vasconcelos,Ana,PT,Portugal,Renew,Renew Europe,,for,1,2024-11-27
6710,Vautmans,Vautmans,Hilde,BE,Belgium,Renew,Renew Europe,,for,1,2024-11-27
6896,Vedrenne,Vedrenne,Marie-Pierre,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7434,Verougstraete,Verougstraete,Yvan,BE,Belgium,Renew,Renew Europe,,abstain,0,2024-11-27
7287,Wiesner,Wiesner,Emma,SE,Sweden,Renew,Renew Europe,,for,1,2024-11-27
7153,Wiezik,Wiezik,Michal,SK,Slovakia,Renew,Renew Europe,,for,1,2024-11-27
7449,Wilmès,Wilmès,Sophie,BE,Belgium,Renew,Renew Europe,,abstain,0,2024-11-27
7573,Yar,Yar,Lucia,SK,Slovakia,Renew,Renew Europe,,for,1,2024-11-27
6971,Yon-Courtin,Yon-Courtin,Stéphanie,FR,France,Renew,Renew Europe,,for,1,2024-11-27
7225,Yoncheva,Yoncheva,Elena,BG,Bulgaria,Renew,Renew Europe,,for,1,2024-11-27
7533,van den Berg,van den Berg,Brigitte,NL,Netherlands,Renew,Renew Europe,,for,1,2024-11-27
7572,Ódor,Ódor,Ľudovít,SK,Slovakia,Renew,Renew Europe,,for,1,2024-11-27
7385,Šarec,Šarec,Marjan,SI,Slovenia,Renew,Renew Europe,,for,1,2024-11-27
7370,Žalimas,Žalimas,Dainius,LT,Lithuania,Renew,Renew Europe,,for,1,2024-11-27
6802,Agius Saliba,Agius Saliba,Alex,MT,Malta,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7380,Andriukaitis,Andriukaitis,Vytenis Povilas,LT,Lithuania,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7254,Angel,Angel,Marc,LU,Luxembourg,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7689,Annunziata,Annunziata,Lucia,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7390,Arnaoutoglou,Arnaoutoglou,Sakis,EL,Greece,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
5426,Assis,Assis,Francisco,PT,Portugal,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7490,Attard,Attard,Daniel,MT,Malta,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7492,Bajada,Bajada,Thomas,MT,Malta,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7329,Ballarín Cereza,Ballarín Cereza,Laura,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6831,Barley,Barley,Katarina,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7047,Benea,Benea,Dragoş,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6505,Benifei,Benifei,Brando,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6891,Biedroń,Biedroń,Robert,PL,Poland,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6833,Bischoff,Bischoff,Gabriele,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
5867,Blinkevičiūtė,Blinkevičiūtė,Vilija,LT,Lithuania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7674,Bonaccini,Bonaccini,Stefano,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6264,Borzan,Borzan,Biljana,HR,Croatia,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
4690,Bullmann,Bullmann,Udo,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
6838,Burkhardt,Burkhardt,Delara,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7563,Cepeda,Cepeda,José,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7435,Ceulemans,Ceulemans,Estelle,BE,Belgium,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7166,Chahim,Chahim,Mohammed,NL,Netherlands,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7325,Clergeau,Clergeau,Christophe,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7725,Corrado,Corrado,Annalisa,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7493,Costanzo,Costanzo,Vivien,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7494,Cremer,Cremer,Tobias,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
6806,Danielsson,Danielsson,Johan,SE,Sweden,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7688,Decaro,Decaro,Antonio,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
1249,Di Rupo,Di Rupo,Elio,BE,Belgium,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7653,Dibrani,Dibrani,Adnan,SE,Sweden,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6969,Dobrev,Dobrev,Klára,HU,Hungary,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
5662,Dîncu,Dîncu,Vasile,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7307,Ecke,Ecke,Matthias,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7654,Eriksson,Eriksson,Sofie,SE,Sweden,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6652,Fernández,Fernández,Jonás,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7664,Firea,Firea,Gabriela,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7464,Fita,Fita,Claire,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7631,Rodrigues,Franqueira Rodrigues,André,PT,Portugal,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6791,Fritzon,Fritzon,Heléne,SE,Sweden,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6955,Fuglsang,Fuglsang,Niels,DK,Denmark,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
5417,García Pérez,García Pérez,Iratxe,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6005,Geier,Geier,Jens,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7459,Germain,Germain,Jean-Marc,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7082,Glucksmann,Glucksmann,Raphaël,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7641,Gomes,Gomes,Isilda,PT,Portugal,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7106,González Casares,González Casares,Nicolás,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7645,Gonçalves Sérgio,Gonçalves,Sérgio,PT,Portugal,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7624,Gonçalves Bruno,Gonçalves,Bruno,PT,Portugal,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7668,Gori,Gori,Giorgio,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6419,Grapini,Grapini,Maria,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7392,Grossmann,Grossmann,Elisabeth,AT,Austria,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7009,Gualmini,Gualmini,Elisabetta,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7366,Guzenina,Guzenina,Maria,FI,Finland,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7090,Gálvez,Gálvez,Lina,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7557,Gómez López,Gómez López,Sandra,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7070,Heide,Heide,Hannes,AT,Austria,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7185,Heinäluoma,Heinäluoma,Eero,FI,Finland,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7122,Homs Ginel,Homs Ginel,Alicia,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6792,Incir,Incir,Evin,SE,Sweden,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7551,Jalloul Muro,Jalloul Muro,Hana,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6263,Jerković,Jerković,Romana,HR,Croatia,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7456,Jouvet,Jouvet,Pierre,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7466,Kalfon,Kalfon,François,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
6884,Kaljurand,Kaljurand,Marina,EE,Estonia,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7085,Lalucq,Lalucq,Aurore,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
3823,Lange,Lange,Bernd,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7457,Laurent,Laurent,Murielle,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7297,Laureti,Laureti,Camilla,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7109,Luena,Luena,César,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7690,Lupo,Lupo,Giuseppe,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6648,López,López,Javi,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
5984,López Aguilar,López Aguilar,Juan Fernando,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7107,Maestre,Maestre,Cristina,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7530,Maij,Maij,Marit,NL,Netherlands,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7389,Maniatis,Maniatis,Yannis,EL,Greece,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7747,Maran,Maran,Pierfrancesco,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6322,Mavrides,Mavrides,Costas,CY,Cyprus,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7272,Mebarek,Mebarek,Nora,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7618,Mendes,Mendes,Ana Catarina,PT,Portugal,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7554,Mendia,Mendia,Idoia,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6890,Mikser,Mikser,Sven,EE,Estonia,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6351,Molnár,Molnár,Csaba,HU,Hungary,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
5466,Moreno Sánchez,Moreno Sánchez,Javier,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6433,Moretti,Moretti,Alessandra,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7669,Muşoiu,Muşoiu,Ştefan,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7671,Mînzatu,Mînzatu,Roxana,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7677,Nardella,Nardella,Dario,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6691,Negrescu,Negrescu,Victor,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7298,Nemec,Nemec,Matjaž,SI,Slovenia,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
6418,Nica,Nica,Dan,RO,Romania,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6473,Noichl,Noichl,Maria,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7553,Pajín,Pajín,Leire,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7324,Papandreou,Papandreou,Nikos,EL,Greece,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7461,Pellerin-Carlin,Pellerin-Carlin,Thomas,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7228,Penkova,Penkova,Tsvetelina,BG,Bulgaria,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
6484,Picierno,Picierno,Pina,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
6261,Picula,Picula,Tonino,HR,Croatia,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7460,Rafowicz,Rafowicz,Emma,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
6136,Regner,Regner,Evelyn,AT,Austria,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7296,Repasi,Repasi,René,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,abstain,0,2024-11-27
7491,Repp,Repp,Sabrina,DE,Germany,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7288,Reuten,Reuten,Thijs,NL,Netherlands,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7687,Ricci,Ricci,Matteo,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7462,Ridel,Ridel,Chloé,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
7269,Ros Sempere,Ros Sempere,Marcos,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7726,Ruotolo,Ruotolo,Sandro,IT,Italy,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7562,Sancho Murillo,Sancho Murillo,Elena,ES,Spain,S&D,Progressive Alliance of Socialists and Democrats,,for,1,2024-11-27
7463,Sargiacomo,Sargiacomo,Eric,FR,France,S&D,Progressive Alliance of Socialists and Democrats,,against,-1,2024-11-27
